lr;epoch;iteration;global_iteration
3.591772151898735e-05;8;49;681
3.5970464135021096e-05;8;50;682
3.602320675105486e-05;8;51;683
3.607594936708861e-05;8;52;684
3.6128691983122364e-05;8;53;685
3.618143459915612e-05;8;54;686
3.6234177215189875e-05;8;55;687
3.628691983122363e-05;8;56;688
3.633966244725738e-05;8;57;689
3.639240506329114e-05;8;58;690
3.64451476793249e-05;8;59;691
3.649789029535865e-05;8;60;692
3.6550632911392404e-05;8;61;693
3.660337552742617e-05;8;62;694
3.6656118143459916e-05;8;63;695
3.670886075949367e-05;8;64;696
3.676160337552743e-05;8;65;697
3.6814345991561184e-05;8;66;698
3.686708860759494e-05;8;67;699
3.6919831223628695e-05;8;68;700
3.697257383966245e-05;8;69;701
3.70253164556962e-05;8;70;702
3.7078059071729956e-05;8;71;703
3.713080168776372e-05;8;72;704
3.718354430379747e-05;8;73;705
3.7236286919831224e-05;8;74;706
3.728902953586498e-05;8;75;707
3.7341772151898736e-05;8;76;708
3.739451476793249e-05;8;77;709
3.744725738396625e-05;8;78;710
3.7500000000000003e-05;8;79;711
3.755274261603376e-05;9;1;712
3.760548523206751e-05;9;2;713
3.765822784810127e-05;9;3;714
3.771097046413502e-05;9;4;715
3.7763713080168776e-05;9;5;716
3.781645569620253e-05;9;6;717
3.786919831223629e-05;9;7;718
3.7921940928270044e-05;9;8;719
3.79746835443038e-05;9;9;720
3.8027426160337556e-05;9;10;721
3.808016877637131e-05;9;11;722
3.813291139240506e-05;9;12;723
3.8185654008438823e-05;9;13;724
3.823839662447258e-05;9;14;725
3.829113924050633e-05;9;15;726
3.8343881856540084e-05;9;16;727
3.839662447257384e-05;9;17;728
3.8449367088607596e-05;9;18;729
3.850210970464135e-05;9;19;730
3.855485232067511e-05;9;20;731
3.8607594936708864e-05;9;21;732
3.866033755274262e-05;9;22;733
3.8713080168776376e-05;9;23;734
3.876582278481013e-05;9;24;735
3.881856540084388e-05;9;25;736
3.8871308016877637e-05;9;26;737
3.89240506329114e-05;9;27;738
3.897679324894515e-05;9;28;739
3.9029535864978904e-05;9;29;740
3.908227848101266e-05;9;30;741
3.9135021097046416e-05;9;31;742
3.918776371308017e-05;9;32;743
3.924050632911392e-05;9;33;744
3.9293248945147684e-05;9;34;745
3.934599156118144e-05;9;35;746
3.939873417721519e-05;9;36;747
3.945147679324895e-05;9;37;748
3.95042194092827e-05;9;38;749
3.9556962025316456e-05;9;39;750
3.960970464135021e-05;9;40;751
3.966244725738397e-05;9;41;752
3.9715189873417724e-05;9;42;753
3.976793248945147e-05;9;43;754
3.9820675105485236e-05;9;44;755
3.987341772151899e-05;9;45;756
3.992616033755274e-05;9;46;757
3.99789029535865e-05;9;47;758
4.003164556962026e-05;9;48;759
4.008438818565401e-05;9;49;760
4.0137130801687765e-05;9;50;761
4.018987341772152e-05;9;51;762
4.0242616033755276e-05;9;52;763
4.029535864978903e-05;9;53;764
4.034810126582279e-05;9;54;765
4.0400843881856544e-05;9;55;766
4.045358649789029e-05;9;56;767
4.050632911392405e-05;9;57;768
4.055907172995781e-05;9;58;769
4.061181434599156e-05;9;59;770
4.066455696202532e-05;9;60;771
4.071729957805907e-05;9;61;772
4.077004219409283e-05;9;62;773
4.0822784810126584e-05;9;63;774
4.087552742616034e-05;9;64;775
4.0928270042194096e-05;9;65;776
4.098101265822785e-05;9;66;777
4.10337552742616e-05;9;67;778
4.1086497890295364e-05;9;68;779
4.113924050632912e-05;9;69;780
4.119198312236287e-05;9;70;781
4.1244725738396625e-05;9;71;782
4.129746835443038e-05;9;72;783
4.135021097046414e-05;9;73;784
4.140295358649789e-05;9;74;785
4.145569620253165e-05;9;75;786
4.1508438818565404e-05;9;76;787
4.1561181434599153e-05;9;77;788
4.1613924050632916e-05;9;78;789
4.166666666666667e-05;9;79;790
4.171940928270042e-05;10;1;791
4.177215189873418e-05;10;2;792
